title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
Bir Şans Daha,29/11/2019 (TR),72,Paul Feig,,"Komedi,Romantik",1h 42m,İngilizce,"$30,000,000.00","$121,600,000.00"
Vahşet,13/03/1987 (US),75,Sam Raimi,,"Korku,Komedi,Fantastik",1h 24m,İngilizce,"$3,500,000.00","$10,900,000.00"
Enkanto: Sihirli Dünya,24/11/2021 (US),76,Jared Bush,,"Animasyon,Komedi,Aile,Fantastik",1h 43m,İngilizce,"$50,000,000.00","$253,000,000.00"
Hayalet Avcıları: Öteki Dünya,19/11/2021 (TR),74,Jason Reitman,Jason Reitman,"Fantastik,Komedi,Macera",2h 4m,İngilizce,"$75,000,000.00","$191,000,000.00"
Uzay Yolcuları,30/12/2016 (TR),69,Morten Tyldum,Jon Spaihts,"Dram,Romantik,Bilim-Kurgu",1h 56m,İngilizce,"$110,000,000.00","$303,144,152.00"
,14/12/1984 (US),62,David Lynch,,"Aksiyon,Bilim-Kurgu,Macera",2h 17m,İngilizce,"$40,000,000.00","$30,982,607.00"
Bumblebee,21/12/2018 (TR),67,Travis Knight,Christina Hodson,"Aksiyon,Macera,Bilim-Kurgu",3h 10m,İngilizce,"$135,000,000.00","$467,989,645.00"
,29/09/2023 (TR),71,Cal Brunker,,"Animasyon,Aile,Aksiyon,Bilim-Kurgu,Komedi,Dram,Macera",1h 32m,İngilizce,"$30,000,000.00","$202,231,360.00"
Gri Kurt,23/03/2012 (TR),66,Joe Carnahan,,"Dram,Gerilim,Aksiyon,Macera",1h 57m,İngilizce,"$25,000,000.00","$77,278,331.00"
Megazeka,04/11/2010 (US),70,Tom McGrath,Brent Simons,"Animasyon,Aksiyon,Komedi,Aile,Bilim-Kurgu",1h 36m,İngilizce,"$130,000,000.00","$321,885,765.00"
,06/10/2022 (MY),56,Brando Lee,,Korku,1h 35m,İngilizce,-,"$727,153.00"
Kingsman: Başlangıç,07/01/2022 (TR),68,Matthew Vaughn,,"Aksiyon,Komedi,Macera,Gerilim",2h 11m,İngilizce,"$100,000,000.00","$125,900,000.00"
Suicide Squad: Gerçek Kötüler,12/08/2016 (TR),59,David Ayer,David Ayer,"Aksiyon,Macera,Fantastik",2h 2m,İngilizce,"$175,000,000.00","$749,200,054.00"
,01/08/2022 (US),54,Brian Nowak,Alex Heerman,Aksiyon,1h 26m,İngilizce,-,-
60 Dakika,19/01/2024 (DE),68,Oliver Kienle,,Aksiyon,1h 29m,Almanca,-,-
Hellraiser,11/09/1987 (GB),69,Clive Barker,Clive Barker,"Korku,Gerilim,Fantastik",1h 34m,İngilizce,"$1,000,000.00","$14,575,193.00"
Labirent: Ölümcül Kaçış,19/09/2014 (TR),72,Wes Ball,,"Aksiyon,Gizem,Bilim-Kurgu,Gerilim",1h 53m,İngilizce,"$34,000,000.00","$348,319,861.00"
,10/11/2023 (TR),73,Walt Dohrn,Elizabeth Tippet,"Animasyon,Aile,Müzik,Fantastik,Komedi",1h 31m,İngilizce,"$95,000,000.00","$207,318,137.00"
Final Fantasy VII: On the Way to a Smile - Episode Denzel,16/04/2009 (JP),55,Shinji Ishihira,,"Animasyon,Fantastik",28m,Japonca,-,-
Sıkı Dostlar,28/11/1990 (TR),85,Martin Scorsese,,"Dram,Suç",2h 25m,İngilizce,"$25,000,000.00","$46,800,000.00"
,15/05/2015 (TR),76,George Miller,George Miller,"Aksiyon,Macera,Bilim-Kurgu",2h 1m,İngilizce,"$150,000,000.00","$378,858,340.00"
Sapık,22/06/1960 (US),84,Alfred Hitchcock,,"Korku,Gerilim,Gizem",1h 49m,İngilizce,"$806,947.00","$32,000,000.00"
Prestij,22/12/2006 (TR),82,Christopher Nolan,,"Dram,Gizem,Bilim-Kurgu",2h 10m,İngilizce,"$40,000,000.00","$109,676,311.00"
Okja,28/06/2017 (US),74,Bong Joon-ho,,"Macera,Dram,Bilim-Kurgu",2h,İngilizce,"$50,000,000.00",-
Brooklyn,06/11/2015 (IE),73,John Crowley,,"Romantik,Dram",1h 51m,İngilizce,"$11,000,000.00","$62,076,141.00"
Kokoro to Karada,11/12/2004 (JP),75,Hiroshi Ando,Hiroshi Ando,Dram,1h 23m,Japonca,-,-
,26/02/2023 (US),54,Mike Yurinko,,"Korku,Gizem,Fantastik",2h 14m,İngilizce,-,-
Karlar Ülkesi,17/01/2014 (TR),72,Jennifer Lee,,"Animasyon,Aile,Macera,Fantastik",1h 42m,İngilizce,"$150,000,000.00","$1,274,219,009.00"
Dolunay Katilleri,20/10/2023 (TR),75,Martin Scorsese,,"Suç,Tarih,Dram",3h 26m,İngilizce,"$200,000,000.00","$156,922,344.00"
Oyuncak Hikayesi 4,20/06/2019 (TR),75,Josh Cooley,,"Aile,Macera,Animasyon,Komedi,Fantastik",1h 40m,İngilizce,"$175,000,000.00","$1,073,841,394.00"
Öldüren Sis,29/02/2008 (TR),69,Frank Darabont,,"Korku,Bilim-Kurgu,Gerilim",2h 6m,İngilizce,"$18,000,000.00","$57,470,220.00"
Dunkirk,21/07/2017 (TR),75,Christopher Nolan,Christopher Nolan,"Savaş,Aksiyon,Dram",1h 47m,İngilizce,"$150,000,000.00","$527,000,000.00"
Takip 3: Son Karşılaşma,09/01/2015 (US),62,Olivier Megaton,,"Gerilim,Aksiyon",1h 49m,İngilizce,"$48,000,000.00","$325,800,000.00"
Sevimli Canavarlar,19/04/2002 (TR),78,Pete Docter,,"Animasyon,Komedi,Aile",1h 32m,İngilizce,"$115,000,000.00","$579,700,000.00"
Korku Seansı,30/08/2013 (TR),75,James Wan,,"Korku,Gerilim",1h 52m,İngilizce,"$13,000,000.00","$320,400,000.00"
Gladyatör,19/05/2000 (TR),82,Ridley Scott,,"Aksiyon,Dram,Macera",2h 51m,İngilizce,"$103,000,000.00","$465,361,176.00"
Açlık Oyunları: Kuşların ve Yılanların Şarkısı,17/11/2023 (TR),72,Francis Lawrence,,"Dram,Bilim-Kurgu,Aksiyon",2h 37m,İngilizce,"$100,000,000.00","$337,134,868.00"
Yıldız Savaşları: Jedi'nin Dönüşü,25/05/1983 (US),79,Richard Marquand,,"Macera,Aksiyon,Bilim-Kurgu",2h 16m,İngilizce,"$32,350,000.00","$572,700,000.00"
Sosis Partisi,12/08/2016 (US),57,Conrad Vernon,,"Macera,Animasyon,Komedi,Fantastik",1h 29m,İngilizce,"$19,000,000.00","$140,705,322.00"
,08/01/2015 (TR),77,Chris Williams,,"Macera,Aile,Animasyon,Aksiyon,Komedi",1h 42m,İngilizce,"$165,000,000.00","$657,827,828.00"
Ocean's 8,15/06/2018 (TR),70,Gary Ross,,"Suç,Komedi,Aksiyon",1h 51m,İngilizce,"$70,000,000.00","$297,718,711.00"
Kasırga,25/10/1996 (TR),65,Jan de Bont,,"Aksiyon,Macera,Dram",1h 53m,İngilizce,"$92,000,000.00","$494,471,524.00"
Air Force One Down,09/02/2024 (US),63,James Bamford,Steven Paul,"Aksiyon,Gerilim",1h 24m,İngilizce,-,-
Karmakarışık,24/12/2010 (TR),76,Nathan Greno,,"Animasyon,Aile",1h 40m,İngilizce,"$260,000,000.00","$592,461,732.00"
Amerikan Güzeli,18/02/2000 (TR),80,Sam Mendes,Alan Ball,Dram,2h 2m,İngilizce,"$15,000,000.00","$356,296,601.00"
Malefiz,30/05/2014 (TR),71,Robert Stromberg,,"Fantastik,Macera,Aksiyon,Aile,Romantik",1h 37m,İngilizce,"$180,000,000.00","$758,539,785.00"
Salgın,09/09/2011 (US),66,Steven Soderbergh,Scott Z. Burns,"Dram,Gerilim,Bilim-Kurgu",1h 46m,İngilizce,"$60,000,000.00","$137,551,594.00"
Kaset İşi,04/09/2014 (TR),54,Jake Kasdan,,Komedi,1h 34m,İngilizce,"$40,000,000.00","$126,069,509.00"
Alaaddin,21/01/1994 (TR),77,Ron Clements,,"Animasyon,Aile,Macera,Fantastik,Romantik",1h 35m,İngilizce,"$28,000,000.00","$504,050,219.00"
,16/10/2009 (TR),80,Pete Docter,,"Animasyon,Komedi,Aile,Macera",1h 36m,İngilizce,"$175,000,000.00","$735,099,082.00"
,01/05/1987 (US),62,Michael Gornick,,"Korku,Komedi",1h 30m,İngilizce,"$3,500,000.00","$14,000,000.00"
Büyük Hesaplaşma,01/03/1996 (TR),79,Michael Mann,Michael Mann,"Aksiyon,Suç,Dram",2h 50m,İngilizce,"$60,000,000.00","$187,400,000.00"
Emoji Filmi,08/09/2017 (TR),55,Tony Leondis,Tony Leondis,"Animasyon,Aile,Komedi",1h 26m,İngilizce,"$50,000,000.00","$216,909,830.00"
Müfreze,19/12/1986 (US),77,Oliver Stone,,"Dram,Savaş,Aksiyon",2h,İngilizce,"$6,000,000.00","$138,530,565.00"
Frekans,08/07/2016 (US),47,Tod Williams,,"Korku,Bilim-Kurgu,Gerilim",1h 38m,İngilizce,-,"$1,133,031.00"
Uçuk Bir İş,12/01/2024 (TR),66,F. Gary Gray,Daniel Kunka,"Aksiyon,Komedi,Suç",1h 47m,İngilizce,-,-
Sicario,18/09/2015 (TR),74,Denis Villeneuve,Taylor Sheridan,"Aksiyon,Suç,Gerilim",2h 2m,İngilizce,"$30,000,000.00","$84,872,444.00"
Kazablanka,05/01/1946 (TR),82,Michael Curtiz,,"Dram,Romantik",1h 42m,İngilizce,"$878,000.00","$10,462,500.00"
My Mother's Eyes,24/11/2023 (JP),40,Takeshi Kushida,,"Korku,Gerilim",1h 34m,Japonca,-,-
Ada,02/09/2005 (TR),67,Michael Bay,,"Aksiyon,Gerilim,Bilim-Kurgu,Macera",2h 16m,İngilizce,"$126,000,000.00","$162,949,164.00"
Yaratık: Diriliş,27/03/1998 (TR),61,Jean-Pierre Jeunet,,"Bilim-Kurgu,Korku,Aksiyon",1h 56m,İngilizce,"$70,000,000.00","$162,000,000.00"
Harry Potter ve Sırlar Odası,29/11/2002 (TR),77,Chris Columbus,,"Macera,Fantastik",2h 55m,İngilizce,"$100,000,000.00","$876,688,482.00"
,08/04/2022 (TR),75,Jeff Fowler,,"Aksiyon,Macera,Aile,Komedi",2h 5m,İngilizce,"$110,000,000.00","$405,400,000.00"
Misafir,17/09/2014 (US),67,Adam Wingard,Simon Barrett,"Gizem,Gerilim,Aksiyon",1h 40m,İngilizce,"$5,000,000.00","$2,700,051.00"
Uyumsuz Serisi Yandaş Bölüm 1,18/03/2016 (US),61,Robert Schwentke,,"Macera,Bilim-Kurgu,Aksiyon,Gizem",2h,İngilizce,"$110,000,000.00","$179,246,868.00"
,26/02/2021 (US),68,Tim Story,Kevin Costello,"Komedi,Aile,Animasyon",1h 41m,İngilizce,"$50,000,000.00","$136,536,687.00"
"Oh, God! Book II",03/10/1980 (US),51,Gilbert Cates,Melissa Miller,"Fantastik,Komedi",1h 34m,İngilizce,-,-
The Masked Saint,08/01/2016 (US),49,Warren P. Sonoda,Scott Crowell,"Suç,Aksiyon",1h 51m,İngilizce,-,-
Altın,03/02/2017 (TR),66,Stephen Gaghan,John Zinman,"Macera,Dram,Gerilim",2h,İngilizce,"$20,000,000.00","$14,880,939.00"
The Irishman,27/11/2019 (TR),76,Martin Scorsese,,"Suç,Dram,Tarih",3h 29m,İngilizce,"$159,000,000.00","$968,853.00"
,15/12/2023 (TR),78,Luc Besson,Luc Besson,"Aksiyon,Dram,Suç",1h 55m,Fransızca,"$22,700,000.00","$3,950,070.00"
The Voyagers,21/11/2022 (IT),57,Ludovico Di Martino,Ludovico Di Martino,"Fantastik,Macera,TV film",1h 48m,İtalyanca,-,-
Predator,14/09/2018 (TR),56,Shane Black,Shane Black,"Bilim-Kurgu,Aksiyon,Macera",1h 47m,İngilizce,"$88,000,000.00","$160,542,134.00"
Mavi Kadife,19/09/1986 (US),76,David Lynch,,"Suç,Dram,Gizem,Gerilim",2h,İngilizce,"$6,000,000.00","$8,636,706.00"
Demir Pençe,22/03/2024 (TR),76,Sean Durkin,Sean Durkin,"Dram,Tarih",2h 12m,İngilizce,"$15,900,000.00","$40,130,232.00"
,05/04/2019 (TR),57,Kevin Kölsch,,"Korku,Gerilim",1h 40m,İngilizce,"$21,000,000.00","$113,118,226.00"
General,25/12/1926 (US),80,Buster Keaton,,"Komedi,Aksiyon,Macera,Savaş",1h 19m,İngilizce,"$750,000.00","$1,000,000.00"
The Weapon,17/02/2023 (US),58,Tony Schiena,Tony Schiena,Aksiyon,1h 25m,İngilizce,-,-
Gözü Tamamen Kapalı,22/10/1999 (TR),75,Stanley Kubrick,,"Dram,Gerilim,Gizem",2h 39m,İngilizce,"$65,000,000.00","$162,100,000.00"
,16/12/2005 (TR),69,Peter Jackson,Peter Jackson,"Macera,Dram,Aksiyon",3h 7m,İngilizce,"$207,000,000.00","$562,363,449.00"
Tailor,15/11/2020 (GR),73,Sonia Liza Kenterman,,"Komedi,Dram,Aile",1h 40m,"Yunanca, Çağdaş (1453-)",-,-
Çöl Avcıları,26/01/2024 (TR),68,Heo Myeong-haeng,Kim Bo-tong,"Bilim-Kurgu,Aksiyon",1h 48m,Korece,-,-
,25/04/1979 (US),77,Woody Allen,,"Komedi,Dram,Romantik",1h 36m,İngilizce,"$9,000,000.00","$40,194,067.00"
İki Fıstık,23/06/2004 (US),70,Keenen Ivory Wayans,,"Komedi,Suç",1h 49m,İngilizce,"$37,000,000.00","$113,100,000.00"
Korkusuz,21/03/2003 (TR),53,Mark Steven Johnson,,"Fantastik,Aksiyon",1h 43m,İngilizce,"$78,000,000.00","$179,179,718.00"
Suretler,25/09/2009 (TR),61,Jonathan Mostow,Michael Ferris,"Bilim-Kurgu,Aksiyon,Gerilim",1h 29m,İngilizce,"$80,000,000.00","$122,400,000.00"
Avatar,18/12/2009 (TR),76,James Cameron,James Cameron,"Aksiyon,Macera,Fantastik,Bilim-Kurgu",2h 42m,İngilizce,"$237,000,000.00","$2,923,706,026.00"
Bob Marley: One Love,14/02/2024 (US),70,Reinaldo Marcus Green,,"Müzik,Tarih,Dram",1h 44m,İngilizce,"$70,000,000.00","$177,193,170.00"
Batı Dünyası,15/08/1973 (US),68,Michael Crichton,Michael Crichton,"Macera,Bilim-Kurgu,Vahşi Batı",1h 29m,İngilizce,"$1,200,000.00","$10,000,000.00"
Fabelmanlar,02/12/2022 (TR),77,Steven Spielberg,Steven Spielberg,Dram,2h 31m,İngilizce,"$40,000,000.00","$45,629,909.00"
Solaris,21/02/2003 (TR),59,Steven Soderbergh,,"Dram,Bilim-Kurgu,Gizem",1h 39m,İngilizce,"$47,000,000.00","$30,002,758.00"
Harry Potter ve Ateş Kadehi,18/11/2005 (TR),78,Mike Newell,,"Macera,Fantastik",2h 37m,İngilizce,"$150,000,000.00","$895,921,036.00"
Örümcek Adam,14/06/2002 (TR),73,Sam Raimi,,"Aksiyon,Bilim-Kurgu",3h 9m,İngilizce,"$139,000,000.00","$821,708,551.00"
Aşk Molası,01/09/2017 (US),54,William H. Macy,,"Komedi,Romantik",1h 28m,İngilizce,-,-
Booksmart,24/05/2019 (US),70,Olivia Wilde,Emily Halpern,Komedi,1h 42m,İngilizce,"$6,000,000.00","$24,849,029.00"
Harry Potter ve Zümrüdüanka Yoldaşlığı,10/08/2007 (TR),77,David Yates,,"Macera,Fantastik",2h 18m,İngilizce,"$150,000,000.00","$938,212,738.00"
,04/06/2004 (TR),80,Alfonso Cuarón,,"Macera,Fantastik",2h 21m,İngilizce,"$130,000,000.00","$789,804,554.00"
Kız Arkadaşım,27/11/1991 (US),74,Howard Zieff,,"Komedi,Dram",1h 43m,İngilizce,"$17,000,000.00","$59,490,000.00"
,12/08/1927 (US),72,William A. Wellman,Julian Johnson,"Dram,Aksiyon,Savaş,Romantik",2h 24m,İngilizce,"$2,000,000.00","$3,600,000.00"
Hocus Pocus 2,30/09/2022 (TR),73,Anne Fletcher,Jen D'Angelo,"Fantastik,Komedi,Aile",1h 45m,İngilizce,"$30,000,000.00",-
Balina,10/02/2023 (TR),79,Darren Aronofsky,,Dram,1h 57m,İngilizce,"$3,000,000.00","$55,101,305.00"
Bıçaklar Çekildi,10/01/2020 (TR),78,Rian Johnson,Rian Johnson,"Komedi,Suç,Gizem",2h 11m,İngilizce,"$40,000,000.00","$312,897,920.00"
Kara Cuma,01/12/2023 (TR),66,Eli Roth,,"Korku,Gizem,Gerilim",1h 46m,İngilizce,"$15,000,000.00","$46,553,280.00"
Thelma,30/11/2017 (DK),68,Joachim Trier,Joachim Trier,"Dram,Gizem,Gerilim",1h 56m,Norveççe,"$5,700,000.00","$1,500,000.00"
Şeytanın Kızı Gilda,25/04/1946 (US),75,Charles Vidor,,"Romantik,Dram,Gerilim",1h 50m,İngilizce,"$2,000,000.00","$6,000,000.00"
,04/08/1995 (TR),66,Peter Farrelly,Peter Farrelly,Komedi,1h 47m,İngilizce,"$16,000,000.00","$247,275,374.00"
,21/12/2001 (TR),84,Peter Jackson,,"Macera,Fantastik,Aksiyon",3h 48m,İngilizce,"$93,000,000.00","$871,368,364.00"
X-Men: Geçmiş Günler Gelecek,23/05/2014 (TR),75,Bryan Singer,,"Aksiyon,Macera,Bilim-Kurgu",2h 12m,İngilizce,"$250,000,000.00","$747,862,775.00"
Hobbit: Beş Ordunun Savaşı,17/12/2014 (TR),73,Peter Jackson,,"Aksiyon,Macera,Fantastik",2h 24m,İngilizce,"$250,000,000.00","$956,019,788.00"
Karayip Korsanları: Siyah İnci'nin Laneti,29/10/2003 (TR),78,Gore Verbinski,,"Macera,Fantastik,Aksiyon",2h 23m,İngilizce,"$140,000,000.00","$655,011,224.00"
,20/01/1995 (TR),83,Rob Minkoff,,"Aile,Animasyon,Dram",1h 28m,İngilizce,"$45,000,000.00","$763,455,561.00"
Harry Potter ve Melez Prens,17/07/2009 (TR),77,David Yates,,"Macera,Fantastik",2h 33m,İngilizce,"$250,000,000.00","$933,959,197.00"
Forrest Gump,11/11/1994 (TR),85,Robert Zemeckis,,"Komedi,Dram,Romantik",2h 22m,İngilizce,"$55,000,000.00","$677,387,716.00"
Hayali Arkadaşlar,17/05/2024 (TR),0,John Krasinski,John Krasinski,"Komedi,Fantastik,Aile",1h 44m,İngilizce,"$70,000,000.00",-
,06/10/2017 (TR),76,Denis Villeneuve,,"Bilim-Kurgu,Dram",2h 44m,İngilizce,"$150,000,000.00","$259,239,658.00"
Super Furball Saves the Future,14/10/2022 (FI),63,Joona Tena,,"Aile,Macera",1h 30m,Fince,-,-
,17/06/2016 (TR),79,Thea Sharrock,,"Dram,Romantik",1h 50m,İngilizce,"$20,000,000.00","$207,945,075.00"
İnanılmaz Aile,14/01/2005 (TR),77,Brad Bird,Brad Bird,"Aksiyon,Macera,Animasyon,Aile",1h 55m,İngilizce,"$92,000,000.00","$631,442,092.00"
Arabalar 2,16/06/2011 (US),61,John Lasseter,,"Animasyon,Aile,Macera,Komedi",1h 46m,İngilizce,"$200,000,000.00","$559,852,396.00"
Çatlak Film,25/01/2013 (US),46,Patrik Forsberg,Patrik Forsberg,Komedi,1h 34m,İngilizce,"$6,000,000.00","$32,400,000.00"
Yükseliş,07/02/2024 (US),73,Carlson Young,Christine Lenig,"Romantik,Komedi",1h 45m,İngilizce,-,-
,23/02/2024 (TR),72,Jonathan Glazer,Jonathan Glazer,"Tarih,Dram,Savaş",1h 45m,İngilizce,"$15,000,000.00","$37,742,591.00"
Showgirls,22/09/1995 (US),55,Paul Verhoeven,Joe Eszterhas,Dram,2h 11m,İngilizce,"$45,000,000.00","$20,350,754.00"
Kötü Kızlar,30/04/2004 (US),72,Mark Waters,,"Dram,Komedi",1h 37m,İngilizce,"$17,000,000.00","$130,100,000.00"
Rocketman,14/06/2019 (TR),73,Dexter Fletcher,Lee Hall,"Müzik,Dram",2h 1m,İngilizce,"$40,000,000.00","$167,300,000.00"
Ghosted,18/04/2023 (US),70,Dexter Fletcher,Chris McKenna,"Aksiyon,Komedi,Romantik",1h 57m,İngilizce,"$40,000,000.00",-
Konuş Benimle,01/09/2023 (TR),72,Danny Philippou,Danny Philippou,"Korku,Gerilim",1h 35m,İngilizce,"$4,500,000.00","$92,000,000.00"
,23/06/2022 (US),70,Elise Finnerty,Elise Finnerty,Korku,1h 10m,İngilizce,-,-
Çığlık 6,10/03/2023 (TR),71,Tyler Gillett,Guy Busick,"Korku,Suç,Gerilim",2h 3m,İngilizce,"$35,000,000.00","$169,000,000.00"
,11/07/2014 (US),75,Richard Linklater,Richard Linklater,Dram,2h 46m,İngilizce,"$4,000,000.00","$48,137,666.00"
,22/04/2022 (TR),71,Robert Eggers,Robert Eggers,"Aksiyon,Macera,Fantastik",2h 17m,İngilizce,"$80,000,000.00","$69,633,110.00"
Downtown Owl,08/06/2023 (US),59,Hamish Linklater,,"Komedi,Dram",1h 28m,İngilizce,-,-
Yargıç,10/10/2014 (US),73,David Dobkin,,Dram,2h 21m,İngilizce,"$50,000,000.00","$83,700,000.00"
Sindirella: Çılgın Hayaller,03/09/2021 (US),64,Kay Cannon,Kay Cannon,"Fantastik,Romantik,Komedi",1h 53m,İngilizce,-,-
Kayıp Kız,09/10/2014 (TR),79,David Fincher,,"Gizem,Gerilim,Dram",2h 29m,İngilizce,"$61,000,000.00","$369,300,000.00"
Havari,12/10/2018 (TR),61,Gareth Evans,,"Korku,Gizem,Gerilim,Dram",2h 10m,İngilizce,-,-
Ölümcül Sır,22/03/2024 (TR),61,Renny Harlin,,"Aksiyon,Gerilim",1h 50m,İngilizce,-,-
Esaretin Bedeli,10/03/1995 (TR),87,Frank Darabont,,"Dram,Suç",2h 22m,İngilizce,"$25,000,000.00","$28,341,469.00"
Anna,20/06/2019 (TR),67,Luc Besson,Luc Besson,"Gerilim,Aksiyon",1h 58m,Fransızca,"$34,000,000.00","$31,626,978.00"
,20/03/2020 (TR),70,Galder Gaztelu-Urrutia,,"Dram,Bilim-Kurgu,Gerilim",1h 35m,İspanyolca; Kastilyaca,"$1,203,235.00","$1,090,116.00"
Oyuncak Hikayesi 2,24/11/1999 (US),76,John Lasseter,,"Animasyon,Komedi,Aile",1h 32m,İngilizce,"$90,000,000.00","$497,375,381.00"
Çok Fena,17/08/2007 (US),72,Greg Mottola,Evan Goldberg,Komedi,1h 53m,İngilizce,"$20,000,000.00","$170,800,000.00"
Luck,30/07/2022 (US),78,Peggy Holmes,,"Animasyon,Macera,Komedi,Fantastik",1h 45m,İngilizce,-,-
Düşüş,12/08/2022 (US),72,Scott Mann,Scott Mann,Gerilim,1h 47m,İngilizce,"$3,000,000.00","$16,120,263.00"
Saklambaç,11/10/2019 (TR),71,Matt Bettinelli-Olpin,R. Christopher Murphy,"Komedi,Korku,Gerilim",1h 35m,İngilizce,"$6,000,000.00","$57,600,000.00"
Tarot,03/05/2024 (TR),43,Anna Halberg,,"Korku,Gerilim,Komedi",1h 32m,İngilizce,"$12,500,000.00",-
Vol.i,26/09/2008 (TR),81,Andrew Stanton,,"Animasyon,Aile,Bilim-Kurgu",1h 38m,İngilizce,"$180,000,000.00","$521,311,860.00"
Lilo ve Stiç,21/06/2002 (US),75,Dean DeBlois,Dean DeBlois,"Animasyon,Aile",1h 25m,İngilizce,"$80,000,000.00","$273,144,151.00"
Popular Theory,09/02/2024 (US),72,Ali Scher,Ali Scher,"Aile,Komedi,Bilim-Kurgu",1h 28m,İngilizce,-,-
Yeni Nesil Ajan: Xander Cage'in Dönüşü,20/01/2017 (US),61,D. J. Caruso,F. Scott Frazier,"Aksiyon,Macera,Suç",1h 47m,İngilizce,"$85,000,000.00","$346,100,000.00"
,27/04/2022 (TR),59,Tomasz Mandes,Tomasz Mandes,"Romantik,Dram",1h 51m,Lehçe,-,-
Harry Potter ve Ölüm Yadigârları: Bölüm 2,13/07/2011 (TR),81,David Yates,,"Fantastik,Macera",2h 10m,İngilizce,"$125,000,000.00","$1,341,511,219.00"
Pan'ın Labirenti,06/04/2007 (TR),78,Guillermo del Toro,,"Fantastik,Dram,Savaş",1h 58m,İspanyolca; Kastilyaca,"$19,000,000.00","$83,258,226.00"
